docket_no,sex,race
MC-51-CR-0020144-2020,Male,White
MC-51-CR-0017970-2020,Male,Black
MC-51-CR-0000114-2020,Male,Black
MC-51-CR-0012740-2020,Male,Black
MC-51-CR-0015681-2020,Male,Black
MC-51-CR-0010421-2020,Male,Black
MC-51-CR-0002275-2020,Male,Black
MC-51-CR-0015877-2020,Male,Black
MC-51-CR-0002013-2020,Male,Black
MC-51-CR-0017786-2020,Male,White
MC-51-CR-0010647-2020,Male,Black
MC-51-CR-0012526-2020,Male,White
MC-51-CR-0019969-2020,Female,White
MC-51-CR-0022224-2020,Male,Black
MC-51-CR-0013589-2020,Male,White
MC-51-CR-0014448-2020,Male,White
MC-51-CR-0008063-2020,Female,White
MC-51-CR-0016729-2020,Male,White
MC-51-CR-0020145-2020,Male,Black
MC-51-CR-0018556-2020,Male,Black
MC-51-CR-0018730-2020,Male,Black
MC-51-CR-0020323-2020,Male,White
MC-51-CR-0022042-2020,Male,White
MC-51-CR-0008205-2020,Male,White
MC-51-CR-0017787-2020,Male,White
MC-51-CR-0010646-2020,Male,Black
MC-51-CR-0015876-2020,Male,Black
MC-51-CR-0002012-2020,Male,Black
MC-51-CR-0000373-2020,Male,Black
MC-51-CR-0012527-2020,Male,Black
MC-51-CR-0019968-2020,Male,Black
MC-51-CR-0012741-2020,Male,Black
MC-51-CR-0015680-2020,Male,Black
MC-51-CR-0017971-2020,Male,Black
MC-51-CR-0000115-2020,Male,Black
MC-51-CR-0002274-2020,Male,White
MC-51-CR-0014087-2020,Male,Black
MC-51-CR-0013146-2020,Male,White
MC-51-CR-0001712-2020,Male,Black
MC-51-CR-0018199-2020,Male,White
MC-51-CR-0003473-2020,Male,White
MC-51-CR-0011227-2020,Male,White
MC-51-CR-0011041-2020,Male,White
MC-51-CR-0006825-2020,Male,Black
MC-51-CR-0016180-2020,Female,Black
MC-51-CR-0003615-2020,Male,Black
MC-51-CR-0013320-2020,Male,Black
MC-51-CR-0019137-2020,Male,White
MC-51-CR-0009892-2020,Male,Black
MC-51-CR-0021524-2020,Male,White
MC-51-CR-0010289-2020,Male,White
MC-51-CR-0017348-2020,Female,Black
MC-51-CR-0009402-2020,Female,White
MC-51-CR-0015029-2020,Male,Black
MC-51-CR-0009664-2020,Male,Black
MC-51-CR-0021742-2020,Male,White
MC-51-CR-0019351-2020,Female,White
MC-51-CR-0003614-2020,Male,White
MC-51-CR-0011040-2020,Male,Black
MC-51-CR-0006824-2020,Male,White
MC-51-CR-0016181-2020,Female,Black
MC-51-CR-0013321-2020,Male,Black
MC-51-CR-0001575-2020,Male,White
MC-51-CR-0014086-2020,Male,Black
MC-51-CR-0013147-2020,Male,White
MC-51-CR-0004923-2020,Male,Black
MC-51-CR-0011226-2020,Male,Black
MC-51-CR-0018198-2020,Male,Black
MC-51-CR-0003472-2020,Male,White
MC-51-CR-0009665-2020,Male,Black
MC-51-CR-0019350-2020,Female,White
MC-51-CR-0021743-2020,Male,White
MC-51-CR-0010288-2020,Male,Black
MC-51-CR-0021525-2020,Male,Black
MC-51-CR-0017349-2020,Male,Black
MC-51-CR-0019136-2020,Male,White
MC-51-CR-0009893-2020,Female,Black
MC-51-CR-0009403-2020,Male,Black
MC-51-CR-0015028-2020,Male,Black
MC-51-CR-0011515-2020,Male,Black
MC-51-CR-0003341-2020,Male,Black
MC-51-CR-0004280-2020,Male,White
MC-51-CR-0011985-2020,Male,White
MC-51-CR-0001020-2020,Male,White
MC-51-CR-0016844-2020,Female,Black
MC-51-CR-0013674-2020,Male,Black
MC-51-CR-0013412-2020,Male,Black
MC-51-CR-0006387-2020,Male,White
MC-51-CR-0003127-2020,Male,White
MC-51-CR-0014943-2020,Male,White
MC-51-CR-0013882-2020,Female,White
MC-51-CR-0011773-2020,Male,White
MC-51-CR-0009330-2020,Female,White
MC-51-CR-0021216-2020,Female,White
MC-51-CR-0019605-2020,Male,White
MC-51-CR-0002189-2020,Male,Black
MC-51-CR-0019463-2020,Female,Black
MC-51-CR-0021070-2020,Male,Black
MC-51-CR-0009156-2020,Male,Black
MC-51-CR-0007329-2020,Male,Black
MC-51-CR-0006386-2020,Male,Black
MC-51-CR-0013413-2020,Male,Black
MC-51-CR-0011772-2020,Male,Black
MC-51-CR-0003126-2020,Male,Black
MC-51-CR-0014942-2020,Female,White
MC-51-CR-0013883-2020,Male,White
MC-51-CR-0004281-2020,Male,Black
MC-51-CR-0011514-2020,Male,White
MC-51-CR-0013675-2020,Female,White
MC-51-CR-0011984-2020,Male,White
MC-51-CR-0001021-2020,Male,White
MC-51-CR-0016845-2020,Male,Black
MC-51-CR-0021071-2020,Male,White
MC-51-CR-0002188-2020,Male,Black
MC-51-CR-0019462-2020,Female,Black
MC-51-CR-0005049-2020,Female,White
MC-51-CR-0007328-2020,Male,Black
MC-51-CR-0009157-2020,Male,Black
MC-51-CR-0009331-2020,Male,White
MC-51-CR-0019604-2020,Male,Black
MC-51-CR-0021217-2020,Male,Black
MC-51-CR-0008536-2020,Male,Black
MC-51-CR-0003979-2020,Male,Black
MC-51-CR-0022771-2020,Male,Black
MC-51-CR-0001688-2020,Male,Black
MC-51-CR-0020880-2020,Male,Black
MC-51-CR-0006749-2020,Male,Black
MC-51-CR-0004428-2020,Male,White
MC-51-CR-0018003-2020,Male,White
MC-51-CR-0020410-2020,Male,Black
MC-51-CR-0020676-2020,Male,Black
MC-51-CR-0018265-2020,Female,Black
MC-51-CR-0008750-2020,Male,Black
MC-51-CR-0022517-2020,Male,White
MC-51-CR-0005486-2020,Male,Black
MC-51-CR-0002547-2020,Male,White
MC-51-CR-0009908-2020,Female,White
MC-51-CR-0010313-2020,Male,Black
MC-51-CR-0009598-2020,Male,Black
MC-51-CR-0005816-2020,Male,Black
MC-51-CR-0012072-2020,Male,Black
MC-51-CR-0000440-2020,Male,Black
MC-51-CR-0007581-2020,Male,White
MC-51-CR-0012214-2020,Male,White
MC-51-CR-0007911-2020,Male,White
MC-51-CR-0010175-2020,Male,White
MC-51-CR-0002721-2020,Male,Black
MC-51-CR-0018264-2020,Male,Black
MC-51-CR-0020677-2020,Male,Black
MC-51-CR-0008751-2020,Male,Black
MC-51-CR-0022516-2020,Male,Black
MC-51-CR-0020881-2020,Female,White
MC-51-CR-0008537-2020,Male,Black
MC-51-CR-0003978-2020,Male,Black
MC-51-CR-0022770-2020,Male,Black
MC-51-CR-0020411-2020,Male,Black
MC-51-CR-0004429-2020,Female,Black
MC-51-CR-0018002-2020,Male,White
MC-51-CR-0012215-2020,Male,Black
MC-51-CR-0000441-2020,Female,Black
MC-51-CR-0007580-2020,Male,Black
MC-51-CR-0007910-2020,Male,White
MC-51-CR-0010174-2020,Male,White
MC-51-CR-0005487-2020,Male,Black
MC-51-CR-0002546-2020,Male,White
MC-51-CR-0009909-2020,Male,Black
MC-51-CR-0000627-2020,Male,Black
MC-51-CR-0009599-2020,Male,White
MC-51-CR-0005817-2020,Female,Black
MC-51-CR-0012073-2020,Male,Black
MC-51-CR-0011917-2020,Female,Black
MC-51-CR-0006173-2020,Male,Black
MC-51-CR-0014727-2020,Female,Black
MC-51-CR-0016446-2020,Male,Black
MC-51-CR-0011587-2020,Male,Black
MC-51-CR-0018639-2020,Male,Black
MC-51-CR-0013810-2020,Male,Black
MC-51-CR-0004074-2020,Male,White
MC-51-CR-0016620-2020,Female,White
MC-51-CR-0013480-2020,Male,Black
MC-51-CR-0014541-2020,Female,White
MC-51-CR-0006315-2020,Male,Black
MC-51-CR-0021284-2020,Male,Black
MC-51-CR-0010529-2020,Male,Black
MC-51-CR-0019697-2020,Male,White
MC-51-CR-0017878-2020,Male,White
MC-51-CR-0012648-2020,Male,Black
MC-51-CR-0015789-2020,Male,Black
MC-51-CR-0019861-2020,Male,White
MC-51-CR-0016621-2020,Male,White
MC-51-CR-0013811-2020,Male,Black
MC-51-CR-0004075-2020,Male,Black
MC-51-CR-0006314-2020,Male,Black
MC-51-CR-0013481-2020,Male,Black
MC-51-CR-0014540-2020,Male,Black
MC-51-CR-0014726-2020,Male,Black
MC-51-CR-0011916-2020,Male,White
MC-51-CR-0006172-2020,Female,Black
MC-51-CR-0018638-2020,Male,Black
MC-51-CR-0016447-2020,Male,Black
MC-51-CR-0011586-2020,Male,Black
MC-51-CR-0019860-2020,Male,Black
MC-51-CR-0019696-2020,Male,White
MC-51-CR-0010528-2020,Male,Black
MC-51-CR-0021285-2020,Male,Black
MC-51-CR-0012649-2020,Male,White
MC-51-CR-0015788-2020,Male,Black
MC-51-CR-0017879-2020,Male,White
MC-51-CR-0018091-2020,Male,Black
MC-51-CR-0008934-2020,Male,Black
MC-51-CR-0020482-2020,Male,Black
MC-51-CR-0020812-2020,Male,White
MC-51-CR-0013228-2020,Female,Black
MC-51-CR-0022585-2020,Male,Black
MC-51-CR-0011149-2020,Male,Black
MC-51-CR-0016088-2020,Male,Black
MC-51-CR-0015121-2020,Male,White
MC-51-CR-0002945-2020,Male,Black
MC-51-CR-0005884-2020,Male,White
MC-51-CR-0007775-2020,Male,White
MC-51-CR-0005414-2020,Male,White
MC-51-CR-0010381-2020,Male,Black
MC-51-CR-0017240-2020,Female,Black
MC-51-CR-0007983-2020,Female,Black
MC-51-CR-0017026-2020,Male,Black
MC-51-CR-0000842-2020,Male,White
MC-51-CR-0019259-2020,Female,White
MC-51-CR-0005672-2020,Male,Black
MC-51-CR-0007513-2020,Female,White
MC-51-CR-0015347-2020,Male,White
MC-51-CR-0012286-2020,Male,White
MC-51-CR-0022584-2020,Female,White
MC-51-CR-0013229-2020,Male,White
MC-51-CR-0011148-2020,Male,Black
MC-51-CR-0016089-2020,Male,Black
MC-51-CR-0020483-2020,Male,White
MC-51-CR-0018090-2020,Male,Black
MC-51-CR-0008935-2020,Male,Black
MC-51-CR-0020813-2020,Male,White
MC-51-CR-0019258-2020,Female,White
MC-51-CR-0005673-2020,Male,Black
MC-51-CR-0007982-2020,Male,Black
MC-51-CR-0017027-2020,Female,Black
MC-51-CR-0000843-2020,Male,White
MC-51-CR-0015346-2020,Female,White
MC-51-CR-0012287-2020,Male,Black
MC-51-CR-0007512-2020,Male,Black
MC-51-CR-0007774-2020,Male,White
MC-51-CR-0015120-2020,Male,White
MC-51-CR-0010380-2020,Female,Black
MC-51-CR-0017241-2020,Male,White
MC-51-CR-0005415-2020,Male,White
MC-51-CR-0008296-2020,Female,White
MC-51-CR-0004388-2020,Male,Black
MC-51-CR-0018955-2020,Male,White
MC-51-CR-0017572-2020,Male,White
MC-51-CR-0005326-2020,Male,White
MC-51-CR-0007047-2020,Male,White
MC-51-CR-0010823-2020,Male,Black
MC-51-CR-0000186-2020,Female,Black
MC-51-CR-0009238-2020,Male,Black
MC-51-CR-0015613-2020,Male,White
MC-51-CR-0015475-2020,Male,Black
MC-51-CR-0007221-2020,Female,Black
MC-51-CR-0002081-2020,Male,Black
MC-51-CR-0005140-2020,Male,Black
MC-51-CR-0017714-2020,Male,White
MC-51-CR-0021178-2020,Male,Black
MC-51-CR-0018954-2020,Male,Black
MC-51-CR-0008297-2020,Male,Black
MC-51-CR-0001129-2020,Male,Black
MC-51-CR-0003248-2020,Male,Black
MC-51-CR-0004389-2020,Male,Black
MC-51-CR-0007220-2020,Female,Black
MC-51-CR-0015474-2020,Male,Black
MC-51-CR-0017715-2020,Male,Black
MC-51-CR-0021179-2020,Male,Black
MC-51-CR-0002080-2020,Male,White
MC-51-CR-0005141-2020,Male,White
MC-51-CR-0012925-2020,Male,Black
MC-51-CR-0005327-2020,Male,Black
MC-51-CR-0017573-2020,Male,White
MC-51-CR-0009239-2020,Male,Black
MC-51-CR-0015612-2020,Male,White
MC-51-CR-0010822-2020,Male,White
MC-51-CR-0000187-2020,Male,White
MC-51-CR-0004520-2020,Male,Black
MC-51-CR-0020518-2020,Male,White
MC-51-CR-0016374-2020,Male,Black
MC-51-CR-0003871-2020,Male,Black
MC-51-CR-0014015-2020,Male,White
MC-51-CR-0001780-2020,Male,Black
MC-51-CR-0006641-2020,Male,Black
MC-51-CR-0020988-2020,Male,Black
MC-51-CR-0006427-2020,Male,Black
MC-51-CR-0014273-2020,Male,White
MC-51-CR-0008658-2020,Male,White
MC-51-CR-0001976-2020,Male,Black
MC-51-CR-0016112-2020,Male,Black
MC-51-CR-0004746-2020,Male,White
MC-51-CR-0003687-2020,Female,Black
MC-51-CR-0009490-2020,Male,Black
MC-51-CR-0021926-2020,Male,Black
MC-51-CR-0009800-2020,Male,Black
MC-51-CR-0007819-2020,Male,Black
MC-51-CR-0002629-2020,Male,Black
MC-51-CR-0000548-2020,Male,Black
MC-51-CR-0007489-2020,Male,Black
MC-51-CR-0014272-2020,Male,Black
MC-51-CR-0008659-2020,Male,Black
MC-51-CR-0006426-2020,Male,Black
MC-51-CR-0004747-2020,Male,Black
MC-51-CR-0003686-2020,Male,White
MC-51-CR-0001977-2020,Male,White
MC-51-CR-0016113-2020,Male,Black
MC-51-CR-0020519-2020,Male,Black
MC-51-CR-0016375-2020,Male,Black
MC-51-CR-0004521-2020,Male,White
MC-51-CR-0006640-2020,Female,Black
MC-51-CR-0020989-2020,Male,Black
MC-51-CR-0003870-2020,Male,Black
MC-51-CR-0014014-2020,Male,White
MC-51-CR-0022678-2020,Female,Black
MC-51-CR-0007818-2020,Male,White
MC-51-CR-0000549-2020,Male,Black
MC-51-CR-0007488-2020,Male,White
MC-51-CR-0021927-2020,Female,Black
MC-51-CR-0009491-2020,Male,Black
MC-51-CR-0009801-2020,Male,Black
MC-51-CR-0000409-2020,Male,White
MC-51-CR-0021691-2020,Male,White
MC-51-CR-0007958-2020,Male,Black
MC-51-CR-0000899-2020,Female,Black
MC-51-CR-0019282-2020,Male,Black
MC-51-CR-0002768-2020,Male,White
MC-51-CR-0009941-2020,Male,Black
MC-51-CR-0021867-2020,Male,White
MC-51-CR-0011192-2020,Male,Black
MC-51-CR-0001837-2020,Male,White
MC-51-CR-0016053-2020,Male,Black
MC-51-CR-0006566-2020,Male,Black
MC-51-CR-0014332-2020,Male,Black
MC-51-CR-0008719-2020,Male,White
MC-51-CR-0003930-2020,Female,White
MC-51-CR-0014154-2020,Female,White
MC-51-CR-0013095-2020,Female,Black
MC-51-CR-0022738-2020,Male,White
MC-51-CR-0006700-2020,Female,Black
MC-51-CR-0020459-2020,Male,Black
MC-51-CR-0016235-2020,Male,White
MC-51-CR-0009940-2020,Male,White
MC-51-CR-0021866-2020,Male,Black
MC-51-CR-0019283-2020,Male,Black
MC-51-CR-0002769-2020,Male,Black
MC-51-CR-0021690-2020,Male,Black
MC-51-CR-0007959-2020,Male,Black
MC-51-CR-0006701-2020,Female,Black
MC-51-CR-0003931-2020,Female,White
MC-51-CR-0014155-2020,Male,Black
MC-51-CR-0022739-2020,Male,Black
MC-51-CR-0013094-2020,Male,Asian/Pacific Islander
MC-51-CR-0020458-2020,Male,Black
MC-51-CR-0016234-2020,Male,White
MC-51-CR-0004460-2020,Male,Asian/Pacific Islander
MC-51-CR-0004606-2020,Male,Black
MC-51-CR-0011193-2020,Male,Black
MC-51-CR-0001836-2020,Male,Black
MC-51-CR-0016052-2020,Male,Black
MC-51-CR-0014333-2020,Male,Black
MC-51-CR-0008718-2020,Male,White
MC-51-CR-0006567-2020,Male,Black
MC-51-CR-0005001-2020,Male,White
MC-51-CR-0012865-2020,Male,Black
MC-51-CR-0017655-2020,Female,White
MC-51-CR-0021039-2020,Male,Black
MC-51-CR-0010794-2020,Female,Black
MC-51-CR-0015534-2020,Male,Black
MC-51-CR-0007360-2020,Male,Black
MC-51-CR-0010962-2020,Male,Black
MC-51-CR-0012693-2020,Male,Black
MC-51-CR-0009379-2020,Male,Black
MC-51-CR-0015752-2020,Female,White
MC-51-CR-0017433-2020,Male,White
MC-51-CR-0018814-2020,Male,White
MC-51-CR-0018484-2020,Male,Black
MC-51-CR-0020097-2020,Male,Black
MC-51-CR-0003308-2020,Male,White
MC-51-CR-0001069-2020,Male,Black
MC-51-CR-0022190-2020,Male,Black
MC-51-CR-0012692-2020,Male,Black
MC-51-CR-0009378-2020,Male,Black
MC-51-CR-0015753-2020,Male,Black
MC-51-CR-0007107-2020,Male,Black
MC-51-CR-0010963-2020,Male,White
MC-51-CR-0017432-2020,Male,Black
MC-51-CR-0017654-2020,Male,White
MC-51-CR-0010795-2020,Male,Black
MC-51-CR-0021038-2020,Male,Black
MC-51-CR-0012864-2020,Female,White
MC-51-CR-0007361-2020,Female,Black
MC-51-CR-0015535-2020,Female,Black
MC-51-CR-0003309-2020,Male,White
MC-51-CR-0022191-2020,Male,White
MC-51-CR-0001068-2020,Male,Black
MC-51-CR-0018815-2020,Female,Black
MC-51-CR-0020096-2020,Female,Black
MC-51-CR-0018485-2020,Male,White
MC-51-CR-0000593-2020,Male,Black
MC-51-CR-0007452-2020,Male,Black
MC-51-CR-0015206-2020,Female,White
MC-51-CR-0017167-2020,Female,White
MC-51-CR-0000903-2020,Male,White
MC-51-CR-0019318-2020,Male,Black
MC-51-CR-0005733-2020,Male,White
MC-51-CR-0005555-2020,Male,Black
MC-51-CR-0002494-2020,Male,White
MC-51-CR-0017301-2020,Male,Black
MC-51-CR-0015060-2020,Male,Asian/Pacific Islander
MC-51-CR-0002804-2020,Male,Black
MC-51-CR-0007634-2020,Male,Black
MC-51-CR-0011008-2020,Male,Black
MC-51-CR-0022854-2020,Male,White
MC-51-CR-0008683-2020,Male,White
MC-51-CR-0013369-2020,Female,Black
MC-51-CR-0020953-2020,Male,Black
MC-51-CR-0008875-2020,Male,Black
MC-51-CR-0017300-2020,Male,White
MC-51-CR-0002495-2020,Male,Black
MC-51-CR-0007635-2020,Male,Black
MC-51-CR-0015061-2020,Male,Asian/Pacific Islander
MC-51-CR-0002805-2020,Male,Black
MC-51-CR-0015207-2020,Male,Black
MC-51-CR-0000592-2020,Male,Black
MC-51-CR-0007453-2020,Male,White
MC-51-CR-0019319-2020,Male,Black
MC-51-CR-0005732-2020,Female,Black
MC-51-CR-0017166-2020,Male,White
MC-51-CR-0020952-2020,Male,Black
MC-51-CR-0008874-2020,Male,White
MC-51-CR-0022855-2020,Female,Black
MC-51-CR-0011009-2020,Male,Black
MC-51-CR-0008682-2020,Male,Black
MC-51-CR-0013368-2020,Male,Black
MC-51-CR-0019920-2020,Male,Black
MC-51-CR-0009085-2020,Male,Black
MC-51-CR-0017939-2020,Male,Black
MC-51-CR-0012709-2020,Male,Black
MC-51-CR-0010468-2020,Male,Black
MC-51-CR-0014400-2020,Male,White
MC-51-CR-0006254-2020,Male,White
MC-51-CR-0001395-2020,Female,Black
MC-51-CR-0014890-2020,Male,Black
MC-51-CR-0004135-2020,Female,Black
MC-51-CR-0016761-2020,Male,White
MC-51-CR-0016507-2020,Male,Black
MC-51-CR-0003292-2020,Female,White
MC-51-CR-0004353-2020,Female,Black
MC-51-CR-0018778-2020,Male,White
MC-51-CR-0011856-2020,Male,White
MC-51-CR-0006032-2020,Male,Black
MC-51-CR-0016997-2020,Male,Black
MC-51-CR-0014666-2020,Male,White
MC-51-CR-0012708-2020,Male,Black
MC-51-CR-0017938-2020,Male,White
MC-51-CR-0010469-2020,Male,Black
MC-51-CR-0019921-2020,Male,Black
MC-51-CR-0009084-2020,Male,Black
MC-51-CR-0003293-2020,Male,Black
MC-51-CR-0004352-2020,Male,White
MC-51-CR-0018779-2020,Male,White
MC-51-CR-0016506-2020,Male,Black
MC-51-CR-0014667-2020,Male,White
MC-51-CR-0011857-2020,Male,Black
MC-51-CR-0006033-2020,Male,White
MC-51-CR-0016996-2020,Male,Black
MC-51-CR-0006255-2020,Male,White
MC-51-CR-0001394-2020,Male,Black
MC-51-CR-0014401-2020,Male,White
MC-51-CR-0016760-2020,Male,White
MC-51-CR-0014891-2020,Male,Black
MC-51-CR-0013950-2020,Male,Black
MC-51-CR-0004134-2020,Male,White
MC-51-CR-0021799-2020,Male,Black
MC-51-CR-0010034-2020,Male,Black
MC-51-CR-0002660-2020,Male,Black
MC-51-CR-0000501-2020,Male,Black
MC-51-CR-0015294-2020,Male,Black
MC-51-CR-0012355-2020,Female,White
MC-51-CR-0002896-2020,Male,Black
MC-51-CR-0005957-2020,Male,White
MC-51-CR-0012133-2020,Female,Black
MC-51-CR-0002406-2020,Female,Black
MC-51-CR-0009849-2020,Male,Black
MC-51-CR-0010252-2020,Male,Black
MC-51-CR-0017393-2020,Female,White
MC-51-CR-0008611-2020,Male,White
MC-51-CR-0022456-2020,Male,Black
MC-51-CR-0020737-2020,Male,Black
MC-51-CR-0018324-2020,Male,Black
MC-51-CR-0004569-2020,Female,Black
MC-51-CR-0018142-2020,Male,Black
MC-51-CR-0020551-2020,Male,Black
MC-51-CR-0008477-2020,Male,Black
MC-51-CR-0003838-2020,Male,Black
MC-51-CR-0022630-2020,Male,Black
MC-51-CR-0006608-2020,Male,Black
MC-51-CR-0000766-2020,Female,White
MC-51-CR-0002897-2020,Male,Black
MC-51-CR-0005956-2020,Male,White
MC-51-CR-0012132-2020,Female,Black
MC-51-CR-0010253-2020,Male,Black
MC-51-CR-0017392-2020,Male,Black
MC-51-CR-0002407-2020,Female,Black
MC-51-CR-0009848-2020,Male,Black
MC-51-CR-0002661-2020,Male,White
MC-51-CR-0007851-2020,Male,White
MC-51-CR-0010035-2020,Male,Black
MC-51-CR-0021798-2020,Male,Black
MC-51-CR-0000990-2020,Male,Black
MC-51-CR-0015295-2020,Male,White
MC-51-CR-0012354-2020,Male,Black
MC-51-CR-0020550-2020,Male,Black
MC-51-CR-0004568-2020,Male,Black
MC-51-CR-0018143-2020,Male,White
MC-51-CR-0006609-2020,Male,Black
MC-51-CR-0008476-2020,Male,White
MC-51-CR-0003839-2020,Female,Black
MC-51-CR-0022631-2020,Male,Black
MC-51-CR-0008610-2020,Male,Black
MC-51-CR-0022457-2020,Male,Black
MC-51-CR-0018325-2020,Male,Black
MC-51-CR-0020736-2020,Male,Black
MC-51-CR-0009017-2020,Male,Black
MC-51-CR-0007268-2020,Male,Black
MC-51-CR-0019522-2020,Female,Black
MC-51-CR-0005109-2020,Male,Black
MC-51-CR-0021131-2020,Male,Black
MC-51-CR-0021357-2020,Male,White
MC-51-CR-0019744-2020,Male,White
MC-51-CR-0009271-2020,Male,Black
MC-51-CR-0003066-2020,Female,White
MC-51-CR-0014802-2020,Male,Black
MC-51-CR-0011632-2020,Male,Black
MC-51-CR-0013553-2020,Male,Unknown/Unreported
MC-51-CR-0014492-2020,Male,White
MC-51-CR-0001307-2020,Male,White
MC-51-CR-0001161-2020,Female,Unknown/Unreported
MC-51-CR-0016905-2020,Female,Black
MC-51-CR-0013735-2020,Male,Black
MC-51-CR-0022098-2020,Male,White
MC-51-CR-0016595-2020,Male,Black
MC-51-CR-0011454-2020,Male,White
MC-51-CR-0003200-2020,Male,White
MC-51-CR-0019745-2020,Male,White
MC-51-CR-0021356-2020,Male,Black
MC-51-CR-0009270-2020,Male,Black
MC-51-CR-0007269-2020,Male,Black
MC-51-CR-0009016-2020,Female,White
MC-51-CR-0021130-2020,Male,Black
MC-51-CR-0019523-2020,Female,Black
MC-51-CR-0005108-2020,Male,Black
MC-51-CR-0022099-2020,Male,Black
MC-51-CR-0013734-2020,Male,White
MC-51-CR-0001160-2020,Male,Black
MC-51-CR-0016904-2020,Male,White
MC-51-CR-0016594-2020,Male,Black
MC-51-CR-0011455-2020,Male,White
MC-51-CR-0011633-2020,Male,White
MC-51-CR-0003067-2020,Male,Black
MC-51-CR-0014803-2020,Male,Black
MC-51-CR-0001306-2020,Male,Black
MC-51-CR-0013552-2020,Male,Black
MC-51-CR-0014493-2020,Male,Black
MC-51-CR-0021603-2020,Male,Black
MC-51-CR-0019210-2020,Male,Black
MC-51-CR-0009725-2020,Female,Black
MC-51-CR-0009543-2020,Male,White
MC-51-CR-0015168-2020,Female,Black
MC-51-CR-0019076-2020,Male,White
MC-51-CR-0021465-2020,Male,Black
MC-51-CR-0017209-2020,Female,Black
MC-51-CR-0001435-2020,Male,Black
MC-51-CR-0013261-2020,Male,Black
MC-51-CR-0011100-2020,Male,Black
MC-51-CR-0006964-2020,Male,Black
MC-51-CR-0003532-2020,Male,Black
MC-51-CR-0011366-2020,Male,Black
MC-51-CR-0013007-2020,Female,White
MC-51-CR-0004863-2020,Male,Black
MC-51-CR-0001653-2020,Female,White
MC-51-CR-0006792-2020,Male,Black
MC-51-CR-0009542-2020,Female,Black
MC-51-CR-0015169-2020,Male,White
MC-51-CR-0021464-2020,Male,Black
MC-51-CR-0017208-2020,Male,White
MC-51-CR-0019077-2020,Male,Black
MC-51-CR-0019211-2020,Female,Black
MC-51-CR-0021602-2020,Female,Black
MC-51-CR-0009724-2020,Male,White
MC-51-CR-0011367-2020,Male,Black
MC-51-CR-0003533-2020,Female,Black
MC-51-CR-0001652-2020,Female,White
MC-51-CR-0006793-2020,Male,White
MC-51-CR-0013006-2020,Female,White
MC-51-CR-0004862-2020,Male,Black
MC-51-CR-0013260-2020,Male,White
MC-51-CR-0001434-2020,Male,White
MC-51-CR-0004694-2020,Female,Black
MC-51-CR-0003755-2020,Male,Black
MC-51-CR-0011101-2020,Female,Black
MC-51-CR-0006965-2020,Male,Black
MC-51-CR-0012467-2020,Male,Black
MC-51-CR-0019828-2020,Male,White
MC-51-CR-0000233-2020,Male,Black
MC-51-CR-0015936-2020,Male,White
MC-51-CR-0002152-2020,Male,Black
MC-51-CR-0005093-2020,Male,Black
MC-51-CR-0010706-2020,Female,Black
MC-51-CR-0010560-2020,Male,Black
MC-51-CR-0007194-2020,Male,Black
MC-51-CR-0017831-2020,Male,Black
MC-51-CR-0000055-2020,Male,Black
MC-51-CR-0012601-2020,Male,White
MC-51-CR-0014998-2020,Male,Black
MC-51-CR-0018416-2020,Male,Black
MC-51-CR-0013859-2020,Male,Black
MC-51-CR-0016669-2020,Male,Black
MC-51-CR-0020005-2020,Male,White
MC-51-CR-0022364-2020,Female,Black
MC-51-CR-0018886-2020,Female,White
MC-51-CR-0014508-2020,Female,Black
MC-51-CR-0008123-2020,Male,Black
MC-51-CR-0022102-2020,Male,Black
MC-51-CR-0008345-2020,Male,Black
MC-51-CR-0020263-2020,Female,White
MC-51-CR-0018670-2020,Male,White
MC-51-CR-0002335-2020,Male,Black
MC-51-CR-0010561-2020,Female,Black
MC-51-CR-0012600-2020,Male,White
MC-51-CR-0007195-2020,Male,Black
MC-51-CR-0017830-2020,Male,White
MC-51-CR-0000054-2020,Male,White
MC-51-CR-0000232-2020,Male,Black
MC-51-CR-0012466-2020,Male,White
MC-51-CR-0019829-2020,Male,Black
MC-51-CR-0010707-2020,Male,Black
MC-51-CR-0015937-2020,Male,Black
MC-51-CR-0005092-2020,Male,Black
MC-51-CR-0022103-2020,Male,Black
MC-51-CR-0008344-2020,Male,White
MC-51-CR-0018671-2020,Female,Black
MC-51-CR-0020262-2020,Male,White
MC-51-CR-0016668-2020,Male,Black
MC-51-CR-0020004-2020,Male,White
MC-51-CR-0014999-2020,Male,Asian/Pacific Islander
MC-51-CR-0018417-2020,Male,Black
MC-51-CR-0013858-2020,Female,Black
MC-51-CR-0018887-2020,Male,Black
MC-51-CR-0022365-2020,Female,White
MC-51-CR-0014509-2020,Female,Black
MC-51-CR-0008122-2020,Female,Black
MC-51-CR-0021105-2020,Male,Black
MC-51-CR-0017769-2020,Male,White
MC-51-CR-0019516-2020,Male,Black
MC-51-CR-0012959-2020,Male,Black
MC-51-CR-0015898-2020,Female,White
MC-51-CR-0015408-2020,Female,White
MC-51-CR-0009023-2020,Male,Black
MC-51-CR-0019986-2020,Male,White
MC-51-CR-0009245-2020,Male,Black
MC-51-CR-0019770-2020,Female,Black
MC-51-CR-0021363-2020,Male,Black
